year	minutes
200001	       The Committee also noted that during the next month it would carry out a new quarterly forecast for the February Inflation Report . This would allow it to analyse some of the puzzles in the data in more detail, such as the continuing coexistence of relatively subdued retail price inflation, above-trend growth in demand, and a pick-up in earnings growth and commodity prices. To the extent that uncertainties surrounding some of these issues might soon diminish in a way which informed the policy decision, there was a case for waiting until this had been done. But to the extent that the news since the previous meeting warranted an increase in rates, there was no reason for a delay, and some members of the Committee had felt that a rise in rates had been needed already in December. he immediate policy decision
200001	       The external environment for the UK had strengthened over the past month, as had most of the determinants of domestic demand, including wealth, labour income and household borrowing. At the same time, final domestic demand in Q3 had slowed, and inflation remained below the 2Â½% target. The Committee discussed the implications of these developments.
200001	       On one view, the repo rate should be increased by 25 basis points this month. Various considerations were advanced to support this view, with different members of the Committee placing differing weights on the factors identified.
200001	       For some, the choice this month was between raising rates by 25 or 50 basis points, but on balance there was no need to move by more than 25 basis points now. Since the previous meeting, the change in the economy had not been dramatic. The strengthening in the outlook for the world economy, especially in the euro area, had produced better balanced growth in the UK, but meant that domestic demand growth would need to slow further from its present 3%-3Â½% annual rate if it were to be sustainable. In addition, a more generalised pick-up in world activity might place further upward pressure on commodity prices. While the very fast growth in narrow money in December seemed largely to reflect transitory factors, the credit figures were more of a concern. The sharp pick-up in borrowing for consumption, from 2% of personal disposable income at the start of 1999 to almost 5% in Q3, coupled with house prices and equity prices well above the central projection in the November Inflation Report , would tend to support robust consumption growth. This would put upward pressure on inflation in the future, despite a further rise in sterling and a welcome recovery in estimates of productivity growth to rather closer to the long-run trend. With annual retail sales growth remaining around 4%, further pressure would be placed on resources in the short term if investment recovered following the millennium change. In addition there was now some evidence that the tightening in the labour market was beginning to feed through into earnings. Average earnings in the private sector were growing at more than 5% on a year earlier, implying earnings growth well above the central projection in the November Inflation Report . Nevertheless, with inflation at present subdued, the costs of waiting a further month before deciding whether a further change in rates was going to be needed were small; the February Inflation Report provided an opportunity to carry out more analysis. Given the uncertainties, a tightening of policy this month by 25 basis points was the appropriate response.
200001	       Other members of the Committee agreed that an increase of 25 basis points was needed this month, but felt the outlook, particularly for inflation, was rather more benign. The pace of domestic demand appeared to be slowing and the recent news on GDP growth was in the surprisingly strong export figures, where the economy still had considerable room for growth. Inflation was still expected to remain below the 2Â½% target for some time. Sterling had strengthened further, and some thought that it might rise even more, which would help to restrain prices. So too might structural changes in the economy over a number of years, perhaps reflecting stronger global competition and greater price sensitivity of consumers as a result of the enhanced price transparency brought about by Internet use. It was plausible that the growth of business-to-business e-commerce would lead to a significant reduction in costs. Average earnings might rise further in coming months, but this would partly reflect one-off factors such as bonuses; it would be important also to look at settlements data, as well as further micro-economic evidence on margins and productivity. It was also suggested that if the neutral level of real interest rates were around 3%, as some historical work suggested, and inflation expectations were firmly anchored at 2Â½%, a neutral nominal rate would be around 5Â½%. Given the strengthening of the world economy and many of the determinants of UK consumption it was appropriate for monetary policy to be tighter than neutral at present, but not by a great deal, especially given the strength of sterling, and this justified a 25 basis point increase in the repo rate.
200001	       On another view, an increase of 50 basis points was needed now. The recovery in the world economy and the remarkable strength in the principal determinants and indicators of consumption â such as real wages, secured and unsecured credit to households, wealth, and consumer confidence â suggested that in the absence of a tightening in monetary policy GDP would continue to grow above trend. Against this background the slowdown in final domestic demand in Q3 might well prove to be erratic. Given the strength of nominal earnings growth, it seemed likely that, in the absence of a stronger exchange rate, significant further improvements in productivity growth, or an intensification of the squeeze on margins, greater upward pressure would be placed on inflation in the medium term, even though at present RPIX was rising at less than 2Â½%. An increase in rates of 25 basis points had been needed last month, and given developments since then more was needed now. The arguments for waiting a further month, for more data and the analysis underlying the February Inflation Report , were insufficient reason for delay: an increase of 50 basis points in the repo rate was required this month.
200001	       The Governor invited members of the Committee to vote on the proposition that the Bankâs repo rate be increased by 25 basis points to 5.75%. Eight members of the Committee (the Governor, Mervyn King, David Clementi, Charles Goodhart, DeAnne Julius, Ian Plenderleith, John Vickers and Sushil Wadhwani) voted for the proposition. Willem Buiter voted against, preferring an increase of 50 basis points. 34      The following members of the Committee were present: ddie George, Governor ervyn King, Deputy Governor responsible for monetary policy David Clementi, Deputy Governor responsible for financial stability Willem Buiter harles Goodhart DeAnne Julius Ian Plenderleith John Vickers ushil Wadhwani us OâDonnell was present as the Treasury representative. 
200001	  ANNEX: SUMMARY OF DATA PRESENTED BY BANK STAFF 1     This Annex summarises the analysis presented by the Bank staff to the MPC on 7 January, in advance of its meeting on 12-13 January 2000. At the start of the MPC meeting itself, members were made aware of information that had subsequently become available, and that information is included in this Annex.        The international environment 2     The global economy had continued to strengthen. Growth in the United States and in the euro area had been robust in Q3; the Japanese economy however remained fragile. There had also been further signs of a strengthening of the recovery in Asia and a turn around in Latin America. But it was not yet clear whether some of the strength in activity in Q4 was related to Y2K effects, which would be unwound in 2000, or reflected more permanent developments. There were still few signs of global inflationary pressure. Oil prices had fallen back somewhat in early January from the levels achieved in November and December. Interest rates implied by futures contracts had increased in the United States, Japan and the euro area since early December. 3     US GDP growth in Q3 had been revised up further on an annualised basis, but the quarterly growth rate was unchanged. Investment growth in Q3 had been revised down to 1.7% from 2.0%. Investment in equipment and software had been strong in Q3, increasing by 3.7%. Consumer confidence had risen to 141.4, the highest since its all-time high of 142.3 in October 1968. Consumer confidence had been positively correlated with equity prices in recent years. US non-farm payrolls had risen 315,000 in December after a rise of 222,000 in November; the unemployment rate had remained at 4.1%. Annual consumer price inflation had remained at 2.6% in November, although core CPI inflation had risen to 2.2% from 2.1%. 4     Euro-area GDP had risen by 1.0% in Q3. Final domestic demand and net trade had both made significant positive contributions to the rise in GDP. In the three largest euro-area economies (Germany, France and Italy) there had been a similar pattern of quarterly growth in Q3. Euro-area industrial confidence had increased in December, while consumer confidence had remained unchanged. German industrial production had increased 2.0% in the year to November, following an increase of 1.3% in the year to October. Strong growth in German manufacturing orders, increasing 12.5% in the year to November, and a pick-up in the IFO survey measure had suggested a further strengthening in activity. Euro-area unemployment had remained at 9.8% in November. Annual inflation in the euro area had risen to 1.6% in November, from 1.4% in October. The rise in inflation mainly reflected higher energy price inflation. 5     Japanese GDP had fallen by 1.0% in Q3 but was 0.9% higher than a year earlier. Private demand had remained weak in Q3; private consumption had fallen by 0.2% and non-residential investment had fallen by 0.3%. According to the December Tankan survey, enterprisesâ view of business conditions had improved, although manufacturersâ sentiment had improved by more than that of non-manufacturers. Retail sales had fallen by 2.4% in November, a decline of 2.9% on a year earlier. The unemployment rate had fallen by 0.1 percentage point to 4.5% in November, although measured unemployment continued to be depressed by rises in inactivity. The consumer price index had fallen by 1.2% in the year to November, but excluding food had fallen by only 0.2%. I      Monetary and financial conditions 6     Narrow money had grown very rapidly in December. Notes and coin had increased by 4.6% on the month, after adjustment for seasonality and the introduction of the new 50p and Â£2 coins. The twelve-month growth rate had risen to 12.5%, the highest since 1979. Anecdotal evidence had suggested that a large proportion of Decemberâs growth reflected increased holdings by banks and building societies; in particular, ATM stocks were thought to have been higher than normal for the time of year. But the size of these additional bank holdings had been uncertain. ATM withdrawals had also been consistent with higher cash holdings by the public than over a typical Christmas period. 7     The stock of M4 had risen by Â£2.6 billion (0.3%) in November, and the twelve-month rate had picked up slightly to 3.2%. The weakness of M4 reflected the fall in deposits by the other financial corporationsâ sector (OFCs) in November, but the M4 holdings of private non-financial corporations (P NFC s) had again risen strongly. M4 lending (excluding securitisations) had grown by Â£9.7 billion (1.0%) in November, and the twelve-month growth rate had risen sharply to 8.4%. Strong borrowing by households and OFCs continued to drive this robust lending growth. A8     Householdsâ M4 deposits had risen by Â£2.6 billion (0.5%) in November. M4 lending to households (excluding securitisations) had grown strongly, rising by Â£4.8 billion (0.9%) in November. The twelve-month growth rate had picked up to 9.2%, the highest rate since 1991 Q2. Within total lending to individuals, total net secured lending had risen by Â£3.8 billion (0.8%) in November, and the twelve-month growth rate had increased to 8.2%. The value of loan approvals had remained strong (at Â£10.4 billion). The stock of outstanding loan approvals had fallen (by Â£0.5 billion) for the first time since January 1999. This was thought to reflect both the relative strength of gross lending and a rise in cancellations in November. 9     Total unsecured lending had risen by Â£1.3 billion (1.2%) in November, but the twelve-month growth rate had declined again (to 13.4%) and had fallen by more than 4 percentage points in the past year. The Bankâs estimate of mortgage equity withdrawal in 1999 Q3 had been revised upwards to Â£3.8 billion and âtotal borrowing for consumptionâ (defined as mortgage equity withdrawal plus unsecured lending) grew strongly. 10    The M4 deposits of P NFC s had risen by Â£1.6 billion (1.3%) in November, and the twelve-month growth rate had picked up to 7.3%. In contrast, M4 lending to P NFC s had risen by only Â£0.3 billion (0.1%) in November, and the twelve-month growth rate had declined to 3.1%. But P NFC sâ total borrowing (including foreign currency borrowing and capital market finance) had increased, with sterling capital issues being particularly strong. 11    OFCsâ M4 deposits had fallen by Â£1.5 billion (-0.9%) in November, and the twelve-month growth rate had declined further to -7.0%. But M4 lending to OFCs had risen strongly, by Â£4.6 billion (2.2%), and the twelve-month growth rate had picked up sharply to 11.4%. 12    Nominal interest rates from gilts had risen between 30 and 50 basis points on the month, across all maturities. Short-term nominal forward rates at maturities up to five years had initially fallen following the December MPC meeting, but had subsequently firmed. Rising interest rate expectations, particularly at the long end, had also been evident in other countries over this period. Corporate bond spreads had narrowed since the beginning of January. Real interest rates derived from index-linked markets had shown little change at the short end, rising slightly at longer maturities. Survey-based measures of short-term real interest rates had also shown a slight increase in 1999 Q4. A13    Quoted retail rates data suggested that the November rate rise had been fully passed through to time deposit rates, but only partially passed through to sight deposit rates. The November rate rise had now been fully passed through to standard variable mortgage rates. The rate on new fixed rate mortgages had risen a little, despite falls in swap rates of the same maturity. 14    Implied forward inflation expectations had risen slightly, mainly reflecting the firming of nominal interest rates. Changes in survey-based measures of inflation expectations had been, overall, quite mixed over the month, but had shown a small increase in the general publicâs inflation expectations over the next two years. 15    Over the month UK equity prices had exhibited volatility, rising before year-end and subsequently falling back. A similar pattern had been observed in other international equity markets. The FTSE All-Share index had been broadly unchanged since the December MPC meeting, but it had been 7.5% above the November Inflation Report level. 16    The sterling effective exchange rate index had appreciated by 1.3% on the month, and had been 2.6% above the November Inflation Report central projection. Over the month, there had been little change in sterling against the euro, but sterling had appreciated against the dollar and yen. Monetary news had not appeared to explain much of these movements, since global interest rate expectations had for the most part risen in parallel. II      Demand and output 17    Quarterly GDP growth at constant market prices had been revised down by 0.1 percentage points in the third quarter to 0.8%. Revisions to previous quarters had reduced growth in 1998 Q4, but stronger growth in the first half of 1999 had left the level of GDP in Q3 little changed. Domestic demand growth had been revised down by 0.2 percentage points to 0.5% in Q3. This had been partly offset by the contribution made by net trade, which had been revised up from 0.2 to 0.3 percentage points. GDP in Q3 had been 1.9% higher than the same quarter a year earlier, revised up from 1.8%. Revisions to previous quarters had changed the pattern of annual GDP growth slightly, leaving the trough in 1998 Q4 and 1999 Q1 shallower. A18    Quarterly growth of household consumption expenditure (including non-profit institutions serving households) had been unchanged at 0.6% in Q3. However, revisions to previous quarters back to 1998 Q1 had reduced the level of consumption in Q3 by 0.6%. Much of the downward revision in 1999 Q1 and Q2 had reflected changes in the seasonal pattern of expenditure on cars (which had been significantly affected by the introduction of the new registration month in March 1999). Quarterly growth in investment in Q3 had been revised down by 0.1 percentage points to 0.1%, but upward revisions to previous quarters, mainly to investment by the âother servicesâ sector, had increased the level of investment in Q3. Growth in investment in the services sector had slowed during 1999, and manufacturing investment continued to fall in Q3. Government consumption expenditure growth had been revised upwards to 0.7% in Q3, but downward revisions to previous quarters had left the level 0.3% lower. 19    Final domestic demand in Q3 had been slightly weaker than domestic demand growth because the change in inventories (revised up slightly) had contributed 0.1 percentage points to quarterly GDP growth. Revisions to previous quarters reduced the amount of destocking in 1998. Excluding the alignment adjustment, inventories had risen by Â£230 million in Q3. The revisions made little difference to the pattern of inventories as a proportion of output. 20    The deficit on trade in goods and services had narrowed in Q3 to Â£2.9 billion. Revisions to 1998 data had reduced the overall current account balance for the year to a Â£0.5 billion deficit from a surplus of Â£0.1 billion. Both import and export volumes growth had been strong in Q3 at 4.5% and 6.0% respectively. Monthly goods data had shown that export volumes had fallen 2.4% in October, while import volumes had remained high. Exports to non-EU countries had bounced back slightly in November. 21    Within the household sector, real post tax income had fallen by 2.0% in Q3, but there had been considerable volatility in recent quarters reflecting sharp changes in dividend income. The household saving ratio had fallen to 4.5% as a result of the fall in income. Growth in the gross operating surplus of corporations had been revised up in Q3 to 3.5%. The level of the gross operating surplus in Q3 had been revised up by 5.7%. Net borrowing by P NFC s had increased as a percentage of GDP in Q3 compared with a year ago. A22    Retail sales volume growth had increased by 0.2% in November, following an upwardly-revised 0.8% rise in October. The three-month on three-month growth rate had continued to slow. The CBI distributive trades survey had shown a positive net balance of 41% of retailers reporting increased sales volumes in December, and a balance of 21% expecting volumes to rise in January. Consumer confidence remained high: the GfK measure rose by 3 points to a net balance of +1.7 in December. Figures from the Society of Motor Manufacturers and Traders had shown total new car registrations in December 12.2% up on a year ago, although this comparison had been affected by the new registration month. Registrations for the whole of 1999 had been 2.2% lower than in 1998. 23    The Nationwide measure of annual house price inflation had remained unchanged in December at 13.3%. The Halifax measure had increased to 13.6%, the highest annual growth rate since August 1989. The monthly growth rate of the Halifax index had been 2.6% in December, but this followed a fall in November. Housing transactions, measured by the number of particulars delivered, had increased in December, but remained well below the levels seen in the late 1980s. Data from the Royal Institute of Chartered Surveyors had shown a fall in the seasonally-adjusted net balance of estate agents reporting price rises in the three months to December. The sales balance had indicated a fall in the number of transactions. 24    Data on economic activity in the fourth quarter of 1999 had remained strong in general. The Chartered Institute of Purchasing and Supply (C IPS ) manufacturing activity index had increased to 56.1 in December, from 54.7 in the previous month, although the output balance had been broadly flat over the last six months. The CBI monthly industrial trends survey showed a slight strengthening of orders and output expectations. The C IPS construction index rose to 58.2 in December, and although the C IPS services index had fallen to 58.3 in December it continued to indicate growth. V      The labour market 25    Employment growth had been more subdued than it had seemed from the previous two monthsâ data. LFS employment had increased by 66,000 (0.2%) in the three months to October compared to the previous three months. Workforce jobs had fallen by 48,000 during Q3. Both the slower LFS employment growth (by comparison with previous, overlapping, LFS data) and the decline in workforce jobs had been driven by a large fall in self-employment. Workforce jobs, however, were generally more volatile than LFS employment. Most of the increase in LFS employment had been in full-time employment, which rose by 62,000 (0.3%). Part-time employment had risen by 4,000 (0.1%). As a result, employment growth in full-time equivalent terms had also increased. Total hours worked had fallen by 0.3% in the three months to October compared with the previous three months, and average hours had fallen. 26    Workforce jobs had been revised following the annual benchmarking exercise to make the data consistent with the most recent Annual Employment Survey. The impact of these revisions on the data, however, had been relatively small. Annual productivity growth, calculated using workforce jobs, had increased 0.5 percentage points in Q3, to 1.2%. 27    Survey data confirmed the weaker picture on employment growth. The C IPS manufacturing survey in December had shown manufacturing employment falling again, after two months of stability. In the C IPS services and construction surveys employment had continued to grow, but more slowly than in recent months. The Manpower survey for Q4 had indicated a slowdown in employment growth in all sectors. 28    Despite the weaker employment growth, skill shortages persisted. The Recruitment and Employment Confederation (REC) survey in December had shown that shortages of agency staff had increased again. Similarly, the Bankâs Agents had reported that skills shortages persisted and, in some areas, had worsened. New vacancies reported to jobcentres had also fallen in November, while outflows (including placings) had risen, although both flows were volatile. 29    Unemployment had continued to fall on both the LFS and claimant count measures. LFS unemployment had fallen by 12,000 and the unemployment rate by 0.1 percentage point in the three months to October compared to the previous three months. Claimant count unemployment had fallen by 10,600 in November from the previous month. Short-term LFS unemployment had fallen a little, while long-term unemployment had risen. Dispersion of unemployment rates across regions had declined slightly in Q3. However, dispersion of unemployment rates at the county and travel-to-work area level suggested that regional data may understate the increase in dispersion in recent years. A30    Inactivity had fallen by 17,000 during this period compared to the previous three months, due mainly to a decline in the number of people who wanted a job, but were either not seeking or not available to start. This reversed the pattern of the previous two quarters. 31    Earnings growth had increased in most sectors. Whole-economy headline earnings growth had risen 0.2 percentage points to 4.9% in the year to October. Headline earnings growth in the private sector had risen 0.3 percentage points to 5.1%, while public sector growth had been unchanged at 3.9%. Earnings growth in both manufacturing and services was also higher. However, the Reward index had again grown by only 3.5% in November. 32    Wages and salaries per head, calculated from the National Accounts, had grown by 4.7% in Q3, the same rate as the Average Earnings Index. Following revisions, growth in unit wage costs had been falling since a peak in 1998 Q4. The FRES/REC survey had indicated that earnings growth for permanent staff supplied by agencies had remained broadly flat in December, while earnings growth for temporary/contract staff had fallen slightly. 33    There was little new information on settlements, as was typical of this time of year. The Bankâs AEI-weighted twelve-month mean had fallen 0.1 percentage point to 3.4% in November. Public sector and private sector settlement means had both fallen slightly.        Prices 34    Commodity prices had risen in the last month. The Bank oil-inclusive commodity price index had risen by 2.9% in November, more than recovering the fall in October, and taking the annual inflation rate to 16.8%, its highest since this series began in 1990. Most of the increase was accounted for by the rise in the price of crude oil. While the prices of âhardâ commodities (fuels and metals) had been rising month-on-month for some time, the prices of âsoftâ commodities (mainly food) also rose in November. This meant that the Bank oil-exclusive index, which had been broadly flat since the end of 1998, had also risen in November. Oil prices rose only slightly in December but were around 150% higher than a year earlier. There was no evidence to suggest that these price rises were linked to pre-millennium stockpiling, as inventories did not appear to be abnormally high. A35    Manufacturing input prices had risen by 1.7% in November, in part reflecting higher oil prices, taking the annual inflation rate to 9.1% - its highest since September 1995. The C IPS input price index had fallen slightly in December. 36    There had been a slight pick-up in output price inflation (PPIY), largely reflecting higher prices of petroleum products. The CBI output price expectation balance, however, had remained well below its long-run average. 37    There had been significant revisions to the National Accounts deflators. The GDP deflator had risen by 2.4% in the year to 1999 Q3, revised up from 1.8%. This mainly reflected upward revisions to both the government and consumersâ expenditure deflators since the start of 1998. The consumersâ expenditure deflator had risen by 2.4% in the year to Q3, revised up from 1.8%; on the revised data, inflation on this measure eased between Q2 and Q3, in line with RPIX inflation. The retail sales deflator had risen by 0.2% in November, the first rise in 9 months, leading to a slight fall in the annual rate of deflation. 38    RPIX inflation was 2.2% in November, unchanged from October. RPIX service price inflation had remained at 3.9%, while RPIX goods price inflation had picked up slightly to 0.5%. I      Reports by the Bankâs regional Agents 39    The Bankâs regional Agents reported a continued moderate recovery in manufacturing activity, although volume growth had been stronger than value growth in many cases. There had been little evidence of capacity constraints in manufacturing firms. Service sector output growth had stabilised at a high rate. IT-related activity had been flat approaching the year-end but it was expected to resume strongly in the New Year. There had been some evidence of increased capacity constraints in the service sector, mostly as a result of skill shortages. Construction activity had remained strong overall, but with wide regional variations. 40    Agents reported an improvement in retailersâ year-on-year sales growth in December, with early indications that there had been solid Christmas trading. New car sales had been broadly flat and the used car market had also remained weak. A41    Manufacturers had continued to find it difficult to pass on increases in input prices, and margins had been squeezed further. In the service sector, input price increases remained easier to pass through to consumers. There had been further downward pressure on retail goods prices, particularly food, clothing and electrical goods. Manufacturing pay settlements in early 2000 were expected to be no higher than a year earlier. But stronger pressure had been seen in the service sector, mostly reflecting skill shortages. City bonuses were expected to be much higher than last year. II     Market intelligence 42    Market expectations of official UK interest rates implied by short sterling futures contracts had risen since the previous meeting of the Committee; most of this movement had occurred in early January. A large majority of market participants expected the Committee to increase official interest rates by 25 basis points at its next meeting; a few predicted a 50 basis point rise. Interest rate expectations had also risen sharply in the US and euro area, with futures contracts implying that interest rates in each would be increased by a total of 50 basis points in the first quarter of 2000. The smooth transition to the Year 2000 had reinforced expectations of rate rises, particularly in the US. Data releases in the UK, US, and euro area had been interpreted as signalling stronger global economic prospects. 43    Sterling had appreciated against the dollar during the month. It had risen less against the euro, although in late December sterling had reached a new high against the euro. Some market participants had commented that they expected the euro to appreciate over the next year. Data releases indicated that the German economy was recovering, and structural reforms in the euro area were in prospect. On balance, market forecasts for 2000 were for the sterling-dollar exchange rate to remain broadly stable, and for the euro to appreciate against both sterling and the dollar. 
200002	 MINUTES OF THE MEETING OF THE MPC HELD ON 9-10 FEBRUARY 2000
200002	        Before turning to its immediate policy decision, the Committee discussed money, credit and asset prices, demand and output, labour market conditions, the world economy, and prices and costs; reviewed the February projections for output and inflation; and considered the implications of sterlingâs further appreciation and the continuing imbalances in the economy for its policy decision. oney, credit and asset prices
200002	        Sterlingâs effective exchange rate index (ERI) had been volatile, moving in a range of 106.7 to 110.6 in the 15 days up to the meeting. It had risen by about three quarters of a percentage point since the Committeeâs January meeting, and the 15-day average used as the starting point in the February Inflation Report projections was about four percentage points higher than that used in the November projections. This rise in the ERI was accounted for by an appreciation against the euro which could not be explained by changes in interest rate differentials.
200002	        The Committee discussed whether sterlingâs strength might be explained by a rise in the medium-to-long run equilibrium real exchange rate against the euro. There might have been such a rise if, for example, UK production had become more competitive relative to the euro area, perhaps on account of greater market flexibility and/or more widespread application of new technologies. But, at least as yet, there was no sign of this from the performance of the trade equations in the medium-term macroeconomic model, and it was difficult to identify news over the past few months suggesting that the long-run equilibrium exchange rate had changed.
200002	        Another possibility was that there had been a change in the risk premium, with sterling regarded as having become less risky relative to the euro. The change to the UKâs monetary framework and/or, for example, uncertainty about structural reform in parts of continental Europe could, in principle, have brought that about. It was, however, highly uncertain whether this was a material part of the explanation of sterlingâs recent rise.
200002	        If sterling had risen on account of a change in the risk premium, what would that imply for the path of the exchange rate looking forward? A number of possibilities were identified. First, a reduction in the perceived risk in holding sterling relative to other currencies would mean that holders of sterling-denominated assets would require a lower relative return than otherwise, in which case the market would be expecting sterling to depreciate on a steeper path than otherwise for any given path of interest rate differentials. Second, while a shift in the risk premium in sterlingâs favour implied an expectation that sterling would depreciate by more than otherwise over the long run, it did not necessarily follow that sterling should be expected to depreciate in the shorter run, including over the forecast horizon. If, as on this view seemed likely, portfolio managers and others were gradually learning about the new UK monetary framework, perceptions of relative risk and credibility would change gradually. In that case, the risk premium might continue to adjust for a while, with holders of sterling earning supernormal returns during a transition period of uncertain length. Yet another possibility for some members was that sterling had risen because of the significant interest differential vis-Ã -vis the euro, and the growing expectation that this difference would not decline in the near future. Some empirical evidence supported the notion that one might earn persistent, supernormal returns from currencies that offered the higher interest rate. Views differed on these possibilities.
200002	        Committee members differed in their preferred assumptions for the path of sterlingâs effective exchange rate in the February Inflation Report projections. Some preferred to assume a constant nominal exchange rate; some others preferred a depreciation in line with interest rate differentials (and perhaps with the balance of risks to sterling towards a steeper depreciation). The assumption used in the best collective projections was half way between the two. Others noted that an econometric model- based projection for the exchange rate yielded a broadly similar answer.
200002	        Turning to the monetary data, the Committee noted that the rate of increase in narrow money had fallen sharply during January so that, as earlier thought, Decemberâs very rapid growth did seem to be an end-year/end-millennium phenomenon. Nevertheless, the underlying rate of M0 growth appeared to be robust, pointing to strong growth in household spending in the near term. More generally, household M4 growth had picked up; household Divisia growth had risen between Q3 and Q4; and total household borrowing was now rising more quickly than since the early 1990s, with mortgage equity withdrawal increasing. Taken together, this supported the buoyant near-term outlook for consumption suggested by rising incomes, consumer confidence, and wealth.
200002	        House price inflation had remained high. The Halifax index had risen by 16% in the year to January, up from around 13Â½% in December, but the significance of this rise was uncertain as the Halifax index had been volatile over the past few months. The Nationwide index, rising at about 13% year-on-year, had been more stable. There were tentative signs in the activity data that pressures in the housing market might be easing, perhaps reflecting tighter monetary conditions. The number of particulars delivered had fallen in December by about 2Â½%, and the figure for November had been revised down slightly. The volume of transactions was basically flat. The number of loan approvals had fallen slightly at the end of 1999, having previously been stable since the summer. While the Committee assumed in its best collective projection that there would most probably be some moderation in house price inflation over the coming year or so, it was likely to remain quite high. This would tend to support continuing robust consumption growth, with some members seeing upside risks. emand and output
200002	        As already noted, the underlying determinants and forward-looking indicators of consumption had strengthened. For example, consumer confidence, as measured by the GfK index, had risen by a further 6 points in January to +8, its highest level since autumn 1997. Although new car purchases had recently been relatively weak, it seemed probable that this reflected a pause while prospective purchasers waited for the results of the Competition Commission inquiry into the car market.
200002	       Reports from the Bankâs regional Agents suggested that the apparent weakness in business investment in the second half of 1999 might in part be explained by firms having delayed spending with an IT component until the millennium-date change was safely out of the way. If so, any deferred expenditure would tend to support near-term investment growth, as in the view of some Committee members would the possibility of firms stepping up investment related to e-commerce. Tighter monetary conditions and the higher exchange rate would, on the other hand, tend to reduce investment spending. Overall, the Committee concluded that the most likely outlook for investment was slightly weaker than in November, but with some members seeing upside risks.
200002	       The outlook for net trade was important to the Committeeâs judgment about the balance of pressures on the economyâs productive capacity and, therefore, the prospects for inflation. Export growth had picked up during 1999 with the recovery in world economic activity; Q3 had been unusually strong. Imports had also increased during 1999. Since the November Report , however, the trade figures had been weaker and the outlook had changed because of the further appreciation in sterlingâs exchange rate. It now seemed likely that the contribution of net trade to output growth would be more negative than earlier expected. This had three consequences. First, it would help to offset the effects on GDP growth of the prospective sustained strength of final domestic demand, and so contribute to containing near-term pressures on capacity. Second, it would mean that the imbalances in the economy â in particular between businesses which were externally exposed and those which were not â would be likely to persist, and could even become more pronounced. Third, other things being equal, it would entail a larger current account deficit and accumulating external debt.
200002	       In the second half of 1999, output had grown at 0.8% per quarter, slightly above trend. There had been some signs in the latter part of 1999 that the sectoral split in activity was becoming somewhat more balanced. Services sector growth had fallen slightly between Q3 and Q4, and manufacturing production as a whole had been picking up. But overall industrial production and manufacturing had fallen in December, and there remained marked differences between industrial sectors. Moreover, the effects of sterlingâs further appreciation, which would tend to reduce growth in externally-exposed businesses, would not yet be apparent in the activity data.
200002	       The Committee discussed whether, or not, an accumulating current account deficit would have implications for the exchange rate. On one view, it was questionable whether it was consistent to assume both a growing external deficit and persistent sterling strength. If there had been a change in the equilibrium real exchange rate, sterling might remain high but then the trade deficit â and so the current account deficit â would be smaller than assumed. Alternatively, an accumulating external deficit would lead to a depreciation. The latter seemed, on this view, more likely: to the extent that the divergence between the growth rates of domestic demand and output persisted and widened, the greater the risk to sterling would become. On another view, there was no obvious inconsistency between the projected current account deficit and persistent sterling strength over the forecast horizon. Two reasons for this were suggested. First, in a world of highly mobile capital, there was no direct link between the current account and the exchange rate. Instead, there were links through asset markets. Second, the size of the prospective current account deficit was on this view modest, at 2%-2Â½% of GDP. Third, while a deficit which continued to grow would over the medium-to-long run entail a depreciation in sterlingâs real exchange rate, that did not imply that the real, and even less the nominal, exchange rate had to fall during the next two years or so. The UK economy could generate the required surpluses in the future without a sharp near-term nominal depreciation. abour market conditions
200002	       Labour market conditions might have tightened slightly since the Committeeâs November Inflation Report . The evidence since the Committeeâs January meeting was mixed. While claimant count unemployment had fallen by around 20,000 in December, taking the rate down 0.1 percentage point to 4.0%, the broader-based LFS measure had increased by around 12,000 in the three months from September to November compared with the previous three months. The LFS measure of employment had risen slightly over the same period, with part-time employment falling and full-time employment rising. Total hours worked had fallen slightly. Survey-based indicators of recruitment intentions remained strong in the services sector and had picked up in manufacturing. The British Chamber of Commerce indicator of recruitment difficulties had been stable, although the Bankâs regional Agents were reporting increased skill shortages compared with the previous quarter.
200002	       On recent developments on pay, some members drew encouragement from public sector settlements, on the grounds that they could have a useful demonstration effect. But there was also concern that the earnings data would be difficult to interpret over the coming months given that financial sector and millennium-related bonuses were expected to be strong.
200002	       The earnings and settlement data continued to diverge. On the Average Earnings Index (AEI) measure, earnings had grown at an annual rate of 4.9% in the three months to November, and had persistently been higher than had been expected at the time of the Committeeâs November Inflation Report . Wage drift appeared to be increasing as settlements had, on average, been running at around 3Â½% over recent months, and on most measures were lower in January than a year ago. The regional Agentsâ survey of the prospect for earnings growth in 2000 â summarised in the Annex â also showed a divergent picture: settlements were, on balance, expected to be weaker in 2000, but total pay per employee was on balance expected to rise at a faster rate than in 1999.
200002	       It was possible that increasing wage drift was a sign of tight labour market conditions. Alternatively, the wedge between settlement and earnings growth might be accounted for by increases in profit-related â or performance-related â pay, which might more closely reflect productivity improvements. In that case it would not necessarily signal increasing pressure on prices. However, while measured productivity growth had recovered in recent quarters, it was now only broadly in line with the past long-run trend. It was difficult to know whether there had been improvements in productivity that were not reflected in the official data. Views differed on this.
