firm_id,sector,region,age,employees,revenue,assets,leverage,current_ratio,interest_coverage,export_share,previous_default,default_next_year
14291,services,West,100,78,56.609,193.775,0.386,0.545,0.891,0.315,0,0
14292,other,East,76,36,1.533,5.129,0.336,5.686,3.101,0.0,0,0
14293,retail,North,99,130,79.146,114.824,0.173,3.078,11.338,0.0,0,0
14294,services,West,93,51,8.999,25.05,0.026,2.139,4.985,0.0,0,0
14295,construction,West,92,279,190.88,466.112,0.336,2.742,8.468,0.0,0,0
14296,transport,East,81,233,33.011,81.174,0.18,1.58,0.764,0.0,0,0
14297,manufacturing,Central,2,367,100.356,189.097,0.269,1.246,0.004,0.0,0,0
14298,construction,North,44,96,16.837,52.745,0.504,0.427,3.062,0.0,0,0
14299,services,Central,26,220,52.092,75.894,0.403,1.467,3.675,0.0,0,0
14300,transport,Central,5,165,37.964,77.523,0.707,3.32,4.549,0.0,0,1
14301,services,Central,81,37,7.323,23.915,0.335,1.759,4.199,0.16,0,0
14302,retail,West,65,197,73.615,170.539,0.193,2.996,4.088,0.0,0,0
14303,services,West,45,100,107.693,289.527,0.676,4.613,4.326,0.0,0,0
14304,construction,East,25,73,33.786,91.533,0.124,6.706,2.992,0.0,0,0
14305,other,Central,68,32,3.886,5.355,0.069,0.861,4.444,0.475,0,0
14306,retail,East,65,71,22.61,54.918,0.457,2.931,0.227,0.0,0,0
14307,other,East,22,66,1.606,2.078,0.217,3.036,1.062,0.0,0,0
14308,retail,Central,51,128,16.733,39.64,0.266,1.122,15.793,0.0,0,0
14309,services,North,1,136,41.279,74.755,0.664,0.323,82.639,0.0,0,0
14310,retail,Central,55,88,19.648,45.347,0.476,1.884,0.742,0.0,0,0
14311,other,Central,37,68,21.198,67.424,0.372,1.842,1.774,0.0,0,0
14312,services,West,89,52,25.904,53.791,0.307,2.901,0.978,0.192,0,0
14313,manufacturing,East,71,139,17.081,58.842,0.37,1.791,1.999,0.018,0,0
14314,construction,Central,45,156,46.271,132.286,0.271,0.623,1.977,0.0,0,0
14315,retail,Central,86,127,9.074,26.757,0.172,0.975,1.928,0.156,0,0
14316,retail,East,36,54,15.305,46.954,0.648,2.295,4.729,0.0,0,0
14317,retail,South,75,80,25.964,50.592,0.376,3.944,0.8,0.0,0,0
14318,retail,Central,71,110,27.905,58.06,0.396,3.254,8.411,0.0,0,0
14319,retail,East,83,91,29.917,36.29,0.426,2.387,1.974,0.0,0,0
14320,services,West,20,170,74.046,208.799,0.25,0.725,0.893,0.0,0,0
14321,manufacturing,Central,50,350,287.563,930.792,0.087,2.956,7.636,0.71,0,0
14322,retail,Central,28,22,2.829,7.207,0.109,4.021,4.067,0.0,0,0
14323,services,East,97,152,47.07,117.353,0.315,1.061,1.426,0.465,0,0
14324,services,West,97,94,7.831,15.479,0.188,1.51,10.249,0.0,0,0
14325,manufacturing,Central,93,168,14.782,48.818,0.243,5.763,3.187,0.0,0,0
14326,other,East,62,27,9.413,16.336,0.408,4.313,11.408,0.409,0,0
14327,manufacturing,West,7,456,38.506,97.596,0.293,0.812,4.707,0.0,0,0
14328,manufacturing,North,30,404,652.949,1119.313,0.461,2.598,0.69,0.0,0,0
14329,construction,East,57,116,36.525,107.719,0.661,1.934,3.553,0.0,0,0
14330,manufacturing,South,38,173,33.829,78.953,0.818,1.957,0.24,0.0,0,0
14331,manufacturing,East,39,134,14.982,36.312,0.582,0.965,0.963,0.361,0,0
14332,finance,South,75,21,8.38,23.669,0.142,3.0,5.197,0.0,0,0
14333,construction,North,35,82,47.446,131.157,0.484,2.322,1.652,0.0,0,0
14334,construction,West,22,294,288.518,856.945,0.159,2.842,0.699,0.0,0,0
14335,other,East,51,25,9.981,31.59,0.316,2.753,0.263,0.0,0,0
14336,manufacturing,North,38,169,139.44,343.304,0.325,1.078,3.952,0.0,0,0
14337,manufacturing,Central,88,167,32.29,91.787,0.579,0.748,3.251,0.454,0,0
14338,finance,Central,8,62,15.415,35.702,0.08,4.11,4.271,0.0,0,0
14339,manufacturing,North,88,544,79.17,250.869,0.372,0.413,7.268,0.336,0,0
14340,transport,West,7,176,33.72,63.335,0.1,0.496,2.116,0.0,0,0
14341,manufacturing,West,69,183,21.573,62.541,0.21,0.761,0.276,0.415,0,0
14342,construction,West,62,155,42.954,118.071,0.382,2.214,6.346,0.0,0,0
14343,services,East,6,119,34.361,106.848,0.535,1.742,0.362,0.0,0,0
14344,manufacturing,South,54,466,68.893,100.775,0.54,1.705,2.222,0.333,0,0
14345,manufacturing,North,58,273,34.962,65.995,0.372,4.929,26.75,0.337,0,0
14346,manufacturing,East,97,248,55.053,159.603,0.398,0.418,2.107,0.0,0,0
14347,services,Central,79,96,43.943,126.468,0.067,2.267,3.039,0.206,0,0
14348,manufacturing,West,50,834,81.121,115.904,0.438,0.735,0.596,0.0,0,0
14349,retail,East,52,94,31.345,77.33,0.372,3.247,1.478,0.0,0,0
14350,retail,North,43,42,10.307,22.619,0.461,3.064,0.153,0.0,0,0
14351,services,Central,57,145,61.638,199.491,0.062,0.794,10.747,0.614,0,0
14352,other,South,17,41,18.99,31.82,0.347,0.598,1.34,0.0,0,0
14353,transport,East,78,341,58.097,88.001,0.278,0.472,3.244,0.0,0,0
14354,retail,East,11,91,42.502,117.493,0.069,2.967,5.197,0.0,0,0
14355,services,Central,9,228,40.692,82.926,0.376,2.737,3.427,0.0,0,0
14356,transport,East,34,106,41.839,95.546,0.667,1.384,3.057,0.0,0,0
14357,services,West,86,214,105.101,162.715,0.247,0.351,11.33,0.0,0,0
14358,manufacturing,East,17,119,65.557,228.494,0.454,1.625,0.511,0.0,0,0
14359,services,North,77,172,117.192,225.182,0.268,3.882,1.327,0.0,0,0
14360,services,West,42,97,63.35,155.526,0.351,0.522,1.146,0.0,0,0
14361,manufacturing,West,75,157,53.506,66.8,0.277,2.176,0.541,0.0,1,0
14362,finance,South,83,11,13.43,16.415,0.249,3.258,6.847,0.0,0,0
14363,retail,East,67,52,6.188,11.951,0.512,3.626,1.283,0.0,0,0
14364,manufacturing,Central,88,261,32.04,42.703,0.241,0.868,1.721,0.635,0,0
14365,manufacturing,Central,33,116,7.027,16.704,0.317,4.329,3.651,0.186,0,0
14366,retail,West,100,143,25.323,79.256,0.134,2.557,4.63,0.0,0,0
14367,other,Central,31,180,31.837,56.761,0.102,0.489,5.016,0.343,0,0
14368,services,East,46,236,9.833,25.234,0.289,1.731,6.841,0.0,0,0
14369,manufacturing,West,57,202,27.148,57.496,0.375,2.827,2.518,0.314,0,0
14370,transport,South,20,129,18.02,41.372,0.132,2.045,1.031,0.432,0,0
14371,services,Central,33,220,26.234,50.217,0.119,2.004,1.024,0.488,0,0
14372,services,Central,37,42,18.512,31.484,0.198,1.155,1.002,0.0,0,0
14373,retail,East,9,228,40.542,75.298,0.193,0.708,7.092,0.0,0,0
14374,services,West,81,181,23.943,71.622,0.136,1.019,4.608,0.0,0,0
14375,services,West,52,283,72.074,196.892,0.279,4.246,8.426,0.0,0,0
14376,services,West,24,171,27.827,72.967,0.236,1.479,0.992,0.058,1,0
14377,manufacturing,West,10,101,48.601,75.872,0.294,0.729,9.265,0.465,0,0
14378,manufacturing,West,9,648,87.144,226.998,0.125,0.879,0.894,0.0,0,0
14379,manufacturing,Central,63,528,180.199,283.175,0.316,6.105,2.27,0.519,0,0
14380,construction,West,7,72,38.535,86.666,0.532,2.563,1.289,0.0,0,0
14381,manufacturing,East,44,211,38.041,65.858,0.322,2.806,0.687,0.0,0,0
14382,finance,East,84,51,15.762,42.718,0.088,2.201,22.016,0.0,0,0
14383,construction,East,39,445,144.44,490.443,0.643,5.474,2.861,0.178,0,0
14384,other,Central,7,79,22.473,56.789,0.191,0.866,3.108,0.0,0,0
14385,transport,Central,91,86,10.175,31.942,0.127,0.3,3.039,0.0,0,0
14386,construction,East,55,76,7.227,11.703,0.41,0.917,1.456,0.0,0,0
14387,retail,Central,78,351,39.374,93.954,0.253,3.528,8.242,0.0,0,0
14388,retail,Central,92,133,9.064,22.741,0.794,2.821,8.803,0.0,1,0
14389,retail,Central,34,75,11.447,24.422,0.229,2.076,1.103,0.0,0,0
14390,services,Central,40,56,9.551,31.045,0.344,5.247,2.413,0.0,0,0
14391,services,North,76,129,34.286,49.674,0.281,0.789,4.16,0.127,0,0
14392,transport,West,20,127,144.522,352.737,0.176,2.468,9.225,0.0,0,0
14393,retail,East,90,169,37.252,87.817,0.392,0.951,0.54,0.0,0,0
14394,finance,East,80,77,9.094,19.25,0.368,0.846,0.637,0.0,0,0
14395,retail,North,44,111,195.298,568.339,0.303,3.151,4.508,0.0,0,0
14396,retail,East,49,33,13.103,31.043,0.236,1.573,1.657,0.0,0,0
14397,finance,Central,76,109,70.378,180.539,0.095,0.786,7.11,0.0,0,0
14398,manufacturing,East,45,77,10.245,31.552,0.225,2.751,0.519,0.624,0,0
14399,transport,Central,94,241,27.314,51.244,0.149,4.9,0.594,0.0,0,0
14400,retail,South,91,75,66.672,151.699,0.085,3.216,0.843,0.0,0,0
14401,retail,West,54,19,9.524,29.901,0.159,4.777,3.568,0.0,0,0
14402,finance,South,25,46,16.596,22.343,0.154,2.862,3.951,0.0,0,0
14403,manufacturing,East,82,289,70.683,210.342,0.179,2.004,15.499,0.486,0,0
14404,services,East,24,18,7.755,17.238,0.275,4.124,0.452,0.821,0,0
14405,retail,West,42,98,75.719,236.823,0.485,2.419,2.425,0.0,0,0
14406,retail,Central,56,80,14.918,36.868,0.333,1.802,3.446,0.832,0,0
14407,services,North,90,126,26.452,59.331,0.163,0.504,1.735,0.0,0,0
14408,services,West,12,87,11.1,20.243,0.224,0.678,0.57,0.0,0,0
14409,other,East,54,96,12.984,24.242,0.226,2.675,1.678,0.0,0,0
14410,finance,Central,64,43,12.335,32.095,0.148,3.327,2.861,0.276,0,0
14411,other,North,63,138,26.031,46.66,0.477,0.611,3.62,0.0,0,0
14412,construction,West,73,464,95.019,166.342,0.163,1.556,4.533,0.0,0,1
14413,manufacturing,West,25,404,232.384,731.669,0.224,0.846,2.245,0.03,1,0
14414,services,South,97,112,5.395,17.556,0.523,0.714,2.534,0.742,0,0
14415,finance,Central,51,110,36.717,91.847,0.147,1.182,1.858,0.0,0,0
14416,services,East,76,319,55.732,146.93,0.213,1.596,1.401,0.0,0,0
14417,services,North,19,185,12.619,23.488,0.073,2.906,2.453,0.0,0,0
14418,manufacturing,East,88,259,34.737,118.001,0.17,1.548,1.568,0.191,0,0
14419,retail,Central,10,208,58.64,98.065,0.746,0.802,8.615,0.0,0,1
14420,transport,West,94,95,77.995,237.893,0.179,7.31,3.884,0.442,0,0
14421,construction,West,29,380,73.406,111.389,0.173,3.309,2.602,0.0,0,0
14422,finance,Central,25,205,52.843,181.245,0.339,0.1,1.88,0.0,0,0
14423,manufacturing,East,32,848,415.232,1179.465,0.243,0.385,2.75,0.0,0,0
14424,construction,North,65,224,107.753,372.985,0.403,1.045,0.355,0.0,0,0
14425,transport,West,84,74,19.311,27.442,0.113,0.161,0.991,0.198,0,0
14426,services,East,65,63,9.48,22.74,0.049,2.967,4.437,0.0,0,0
14427,services,West,37,65,22.466,44.426,0.257,1.302,1.155,0.643,0,0
14428,services,Central,73,54,28.928,61.563,0.312,2.669,6.255,0.364,1,0
14429,services,East,90,42,23.598,53.134,0.452,1.71,4.538,0.504,0,0
14430,manufacturing,North,95,381,41.578,90.743,0.303,2.252,3.061,0.252,0,0
14431,services,East,33,130,56.39,83.596,0.605,1.651,0.88,0.0,0,0
14432,finance,Central,52,71,14.297,44.774,0.195,0.157,1.686,0.389,0,0
14433,services,Central,93,72,20.297,37.535,0.196,2.059,1.286,0.0,0,0
14434,services,East,13,58,20.401,33.102,0.047,0.837,7.497,0.0,0,0
14435,construction,North,22,314,161.134,337.538,0.289,0.487,6.615,0.0,0,0
14436,manufacturing,West,50,232,25.022,73.427,0.309,1.775,1.024,0.509,0,0
14437,services,Central,23,107,29.919,93.873,0.239,1.507,4.932,0.0,0,0
14438,manufacturing,East,54,368,59.873,184.61,0.169,0.734,5.205,0.501,0,0
14439,retail,Central,53,36,9.069,14.002,0.534,0.636,8.127,0.0,0,0
14440,retail,West,54,79,16.421,20.639,0.517,2.032,2.297,0.0,0,0
14441,services,West,45,106,17.774,38.845,0.272,1.664,15.424,0.0,0,0
14442,finance,North,75,262,69.112,146.775,0.363,1.222,4.285,0.0,0,0
14443,retail,West,20,108,35.016,57.709,0.388,1.351,3.131,0.0,0,0
14444,retail,North,40,65,16.382,51.338,0.123,1.598,1.292,0.0,0,0
14445,services,East,66,120,14.143,26.901,0.486,1.326,7.421,0.0,0,0
14446,other,East,51,60,16.718,52.075,0.215,4.711,0.399,0.0,0,0
14447,services,South,91,147,34.069,93.965,0.23,2.785,0.823,0.192,0,0
14448,services,North,16,73,56.942,77.626,0.265,5.877,14.037,0.0,0,0
14449,services,East,80,76,7.597,16.533,0.226,0.825,1.217,0.279,0,0
14450,manufacturing,East,94,122,63.806,161.143,0.291,3.525,11.909,0.0,0,0
14451,retail,East,10,174,10.934,30.838,0.186,1.292,2.976,0.568,0,0
14452,finance,Central,84,144,61.246,182.236,0.108,2.705,3.555,0.0,0,0
14453,services,East,12,274,36.698,113.492,0.422,0.578,0.738,0.194,0,1
14454,services,West,68,509,402.179,806.386,0.541,0.376,0.101,0.255,0,0
14455,retail,North,12,97,20.046,51.316,0.174,1.799,2.687,0.0,0,0
14456,construction,West,2,114,50.002,119.239,0.517,2.667,8.347,0.0,0,0
14457,construction,South,63,142,47.472,99.885,0.156,3.394,3.636,0.0,0,0
14458,retail,East,29,121,10.558,23.661,0.149,2.806,0.393,0.0,0,0
14459,transport,East,72,129,44.915,97.224,0.24,0.293,2.354,0.142,0,0
14460,manufacturing,East,2,147,216.705,470.219,0.16,3.803,13.063,0.182,1,0
14461,construction,West,9,100,14.598,27.787,0.524,0.425,2.243,0.0,0,0
14462,manufacturing,South,39,253,25.142,53.408,0.258,2.154,3.388,0.0,0,0
14463,retail,East,100,67,24.831,37.196,0.205,1.727,0.285,0.0,0,0
14464,manufacturing,Central,51,613,503.048,1314.936,0.229,2.352,4.708,0.584,0,0
14465,services,West,88,182,48.337,140.753,0.235,2.25,5.959,0.0,0,0
14466,finance,West,100,86,19.836,61.526,0.213,1.59,0.515,0.0,0,0
14467,manufacturing,East,29,555,235.107,664.08,0.087,2.062,2.381,0.283,0,0
14468,services,East,92,108,21.091,37.981,0.219,1.366,0.086,0.0,0,0
14469,other,East,53,22,2.593,6.126,0.625,1.608,1.147,0.0,0,1
14470,manufacturing,West,4,256,27.448,59.594,0.296,1.115,5.141,0.7,0,0
14471,finance,West,70,93,14.441,33.14,0.248,2.6,10.371,0.0,1,0
14472,manufacturing,South,85,455,96.468,177.376,0.163,5.371,0.86,0.0,0,0
14473,construction,South,36,198,35.33,55.779,0.17,2.185,13.078,0.214,0,0
14474,manufacturing,South,41,219,27.137,84.017,0.052,6.262,8.121,0.25,0,0
14475,construction,Central,47,52,11.732,16.78,0.378,1.362,16.584,0.0,0,0
14476,services,East,42,124,15.992,39.274,0.209,7.535,1.407,0.0,0,0
14477,services,Central,31,149,118.857,373.06,0.217,1.743,14.947,0.0,0,1
14478,manufacturing,West,24,391,160.429,204.366,0.093,1.34,1.659,0.543,0,0
14479,retail,East,51,65,13.567,38.791,0.415,5.357,1.496,0.0,0,0
14480,finance,East,4,60,5.754,15.176,0.145,3.587,3.405,0.0,0,0
14481,services,West,85,195,53.511,167.131,0.755,0.869,1.307,0.0,0,0
14482,manufacturing,North,21,118,47.883,143.746,0.558,2.593,0.809,0.0,0,0
14483,manufacturing,West,85,145,4.347,13.218,0.173,1.826,4.121,0.496,0,0
14484,retail,Central,5,54,5.982,18.241,0.165,0.374,15.216,0.0,0,0
14485,other,Central,66,46,10.208,34.77,0.439,3.894,1.517,0.0,1,0
14486,construction,Central,13,90,14.448,45.917,0.057,2.935,9.03,0.485,0,0
14487,manufacturing,North,77,160,115.192,187.538,0.308,1.361,1.817,0.0,0,0
14488,finance,East,99,41,19.668,37.021,0.08,0.438,3.127,0.0,0,0
14489,manufacturing,East,52,310,99.781,158.914,0.054,1.583,2.651,0.064,1,0
14490,construction,East,83,152,22.91,36.254,0.522,2.23,2.77,0.0,0,0
14491,retail,East,89,64,6.349,11.062,0.408,1.452,2.644,0.0,0,0
14492,retail,Central,64,133,41.868,57.005,0.051,2.844,1.06,0.403,0,0
14493,manufacturing,West,73,324,104.75,164.926,0.378,3.882,4.416,0.172,1,0
14494,retail,Central,63,159,20.493,62.255,0.263,2.016,3.975,0.0,0,0
14495,manufacturing,South,75,192,21.709,60.253,0.088,6.036,3.134,0.0,0,0
14496,manufacturing,West,93,191,100.262,230.519,0.294,1.157,3.515,0.0,0,1
14497,construction,East,41,43,15.917,19.573,0.19,0.907,0.805,0.0,0,0
14498,retail,Central,75,63,39.549,79.24,0.393,2.192,1.283,0.0,0,0
14499,services,North,61,230,83.045,138.613,0.41,2.211,15.46,0.0,0,0
14500,transport,East,97,90,43.562,91.472,0.13,1.438,0.521,0.0,0,1
14501,manufacturing,East,65,136,18.555,62.062,0.141,1.984,3.565,0.0,0,0
14502,services,Central,18,194,66.571,225.425,0.309,8.114,0.467,0.0,0,0
14503,manufacturing,Central,97,233,25.7,42.12,0.137,5.534,0.615,0.029,0,0
14504,transport,Central,52,57,19.509,44.312,0.585,5.833,1.1,0.0,0,0
14505,retail,South,8,239,210.908,723.476,0.093,2.813,2.259,0.0,0,0
14506,services,East,94,166,11.12,24.735,0.088,2.529,1.164,0.363,0,0
14507,manufacturing,East,88,118,42.549,87.808,0.258,1.533,4.894,0.547,0,0
14508,manufacturing,West,10,342,65.59,190.018,0.484,1.236,3.456,0.0,0,0
14509,retail,West,5,47,2.616,3.181,0.393,2.837,2.287,0.0,0,0
14510,retail,West,10,70,9.142,18.978,0.416,2.904,20.779,0.0,0,0
14511,construction,West,39,373,67.421,118.16,0.111,2.492,4.057,0.0,0,0
14512,retail,North,42,721,204.209,596.241,0.211,0.988,74.736,0.0,0,0
14513,retail,North,68,155,24.815,54.877,0.52,1.134,9.546,0.0,0,0
14514,other,North,52,100,10.199,14.432,0.311,2.887,0.468,0.39,0,0
14515,finance,Central,64,42,7.251,21.185,0.333,1.809,8.857,0.0,0,0
14516,transport,East,6,34,15.874,36.413,0.247,1.51,3.877,0.0,0,0
14517,services,East,63,110,11.742,31.112,0.08,1.348,2.419,0.0,0,0
14518,other,West,63,35,6.413,8.148,0.11,2.886,1.481,0.0,0,0
14519,transport,North,28,219,93.186,322.668,0.311,1.416,0.813,0.0,0,1
14520,construction,Central,52,128,10.96,28.451,0.108,1.91,3.889,0.0,0,0
14521,transport,West,93,165,18.921,27.419,0.486,0.471,0.451,0.0,0,0
14522,finance,North,38,37,34.991,88.053,0.407,2.548,8.891,0.202,0,0
14523,construction,Central,24,116,56.458,164.639,0.053,0.935,17.614,0.0,0,0
14524,retail,East,21,152,11.952,27.427,0.26,1.638,6.691,0.0,0,0
14525,other,Central,48,203,96.973,264.468,0.152,1.736,8.217,0.517,0,0
14526,retail,South,80,76,27.557,62.344,0.183,2.083,1.705,0.0,0,0
14527,services,West,73,108,22.941,50.71,0.095,0.953,5.345,0.325,0,0
14528,retail,East,59,26,2.842,3.818,0.101,0.675,2.372,0.0,0,0
14529,finance,West,82,33,8.16,27.557,0.301,4.612,1.468,0.721,0,0
14530,construction,Central,35,390,70.298,201.447,0.504,1.981,4.138,0.18,0,0
14531,services,Central,41,147,29.151,44.519,0.473,2.146,2.452,0.015,0,0
14532,manufacturing,West,37,203,26.235,49.737,0.012,0.152,14.662,0.0,0,0
14533,construction,Central,69,114,29.666,46.0,0.112,2.77,0.613,0.0,0,0
14534,construction,Central,75,203,92.033,160.198,0.567,3.217,0.306,0.0,0,0
14535,other,Central,100,43,19.938,26.085,0.586,3.136,0.365,0.0,0,1
14536,manufacturing,West,88,404,140.96,490.199,0.335,2.134,6.723,0.114,1,0
14537,other,West,1,103,10.018,20.541,0.475,1.433,0.836,0.0,0,0
14538,transport,North,41,88,32.928,54.361,0.365,2.876,0.645,0.307,0,0
14539,retail,West,56,43,11.337,17.995,0.315,2.715,2.65,0.272,0,0
14540,services,East,79,195,38.224,128.039,0.499,5.348,0.365,0.0,0,0
14541,other,South,78,61,10.98,20.076,0.282,2.156,0.829,0.0,0,0
14542,other,East,58,54,18.674,28.281,0.105,5.36,3.624,0.0,0,0
14543,services,Central,29,61,8.998,21.53,0.456,1.224,1.078,0.0,0,0
14544,transport,North,15,154,89.016,126.015,0.395,3.219,1.446,0.736,0,1
14545,finance,East,27,167,77.513,166.278,0.243,0.649,5.832,0.0,0,0
14546,finance,East,85,69,24.651,71.928,0.177,1.396,8.592,0.0,0,0
14547,services,South,68,52,58.791,202.978,0.151,2.004,0.633,0.0,0,0
14548,services,Central,67,90,8.87,28.326,0.432,3.78,0.445,0.0,0,0
14549,manufacturing,West,9,404,16.541,48.692,0.384,1.298,5.498,0.415,0,0
14550,manufacturing,West,71,125,51.044,150.534,0.158,10.0,8.704,0.0,0,0
14551,retail,East,82,153,50.315,137.969,0.555,0.739,1.22,0.64,0,0
14552,retail,West,17,62,65.351,189.736,0.242,0.684,10.515,0.0,1,1
14553,services,East,6,143,28.733,98.133,0.681,4.812,4.102,0.0,0,0
14554,transport,North,69,66,37.801,56.011,0.069,0.998,1.252,0.0,0,0
14555,services,West,35,131,45.713,153.111,0.545,5.059,2.325,0.0,0,0
14556,retail,North,61,382,164.781,215.366,0.079,2.537,4.709,0.0,0,0
14557,services,East,50,91,38.297,69.163,0.486,2.07,3.542,0.268,0,0
14558,services,North,95,37,3.3,9.737,0.312,1.206,11.048,0.0,0,0
14559,manufacturing,North,44,385,113.314,316.374,0.15,3.085,0.576,0.0,0,0
14560,finance,Central,85,31,10.226,27.195,0.23,0.983,2.298,0.0,0,0
14561,manufacturing,East,31,176,89.733,292.128,0.184,1.512,0.02,0.0,0,0
14562,retail,North,100,234,33.962,59.968,0.535,1.504,1.034,0.0,0,0
14563,retail,East,66,93,38.841,79.404,0.526,0.957,0.722,0.413,0,0
14564,manufacturing,South,81,304,42.824,136.624,0.284,2.169,2.232,0.0,0,0
14565,transport,Central,81,28,4.96,15.124,0.442,2.8,0.572,0.369,0,0
14566,services,East,53,81,10.257,16.956,0.278,1.335,0.6,0.426,0,0
14567,finance,Central,65,57,17.446,28.444,0.073,0.425,0.686,0.0,0,0
14568,manufacturing,West,31,112,10.236,24.305,0.518,1.076,1.859,0.0,0,0
14569,manufacturing,Central,22,322,27.396,75.297,0.342,2.397,1.499,0.458,0,0
14570,retail,North,35,60,89.482,298.379,0.196,5.052,3.743,0.0,0,0
14571,retail,Central,64,81,68.923,157.417,0.383,0.471,2.672,0.273,0,0
14572,manufacturing,East,87,285,34.785,79.969,0.402,1.05,9.148,0.656,0,0
14573,transport,West,42,105,18.314,51.842,0.146,1.132,0.583,0.0,0,0
14574,services,Central,96,177,59.149,188.959,0.098,0.671,1.84,0.0,0,0
14575,services,South,87,78,23.699,57.3,0.298,0.122,1.859,0.0,0,0
14576,services,East,35,98,22.575,68.101,0.528,0.566,6.548,0.408,0,0
14577,finance,Central,14,100,45.026,126.118,0.646,0.273,2.08,0.0,0,0
14578,services,East,66,190,42.925,125.63,0.325,3.333,0.735,0.0,0,0
14579,retail,East,71,115,36.473,125.724,0.498,1.027,1.222,0.0,0,0
14580,retail,North,53,90,58.442,103.567,0.065,0.946,1.42,0.0,0,0
14581,manufacturing,Central,93,241,83.102,199.406,0.121,1.837,3.622,0.0,0,0
14582,manufacturing,West,4,225,79.758,236.923,0.109,2.17,2.337,0.355,1,0
14583,manufacturing,North,36,52,26.022,56.032,0.42,0.1,1.309,0.0,0,0
14584,services,South,47,300,114.392,186.27,0.37,1.816,1.047,0.0,0,0
14585,finance,South,16,82,6.166,11.34,0.225,0.41,3.199,0.0,0,0
14586,manufacturing,East,23,259,79.577,238.636,0.422,1.814,8.847,0.277,0,0
14587,manufacturing,Central,58,857,247.982,777.654,0.253,1.462,2.755,0.212,0,0
14588,retail,East,53,103,8.977,11.797,0.069,0.421,1.156,0.547,0,0
14589,retail,North,4,159,56.366,196.905,0.288,3.132,1.546,0.0,0,0
14590,transport,West,81,130,63.452,98.797,0.304,1.652,3.317,0.673,0,0
14591,services,East,25,239,48.953,125.855,0.505,1.832,1.47,0.492,0,0
14592,retail,North,49,488,323.789,476.596,0.102,0.877,9.382,0.191,0,0
14593,construction,South,97,157,28.88,43.2,0.212,3.618,4.593,0.0,0,0
14594,manufacturing,East,8,219,50.533,114.21,0.128,2.432,14.048,0.527,0,0
14595,finance,East,18,47,6.032,20.748,0.361,6.15,2.482,0.0,0,0
14596,retail,Central,64,74,14.88,28.2,0.177,1.145,0.977,0.0,0,0
14597,finance,South,82,35,55.821,157.143,0.296,0.338,2.77,0.0,0,0
14598,construction,North,81,57,9.527,25.596,0.411,1.771,5.96,0.0,0,0
14599,retail,East,17,31,22.835,79.117,0.31,1.075,4.21,0.0,0,0
14600,services,Central,88,117,46.895,136.586,0.231,2.923,0.276,0.0,0,0
14601,services,Central,91,88,17.691,27.44,0.24,1.402,3.368,0.0,0,0
14602,other,South,45,48,21.537,54.339,0.262,1.682,2.014,0.172,0,0
14603,services,North,65,62,14.25,23.458,0.028,1.116,2.898,0.0,0,0
14604,manufacturing,Central,89,557,107.912,156.949,0.302,6.073,2.077,0.0,0,0
14605,services,East,24,299,227.943,567.451,0.541,2.368,8.195,0.512,0,0
14606,manufacturing,South,97,186,148.113,261.287,0.511,2.768,0.559,0.305,0,0
14607,transport,West,53,137,35.476,113.022,0.095,3.038,0.321,0.0,0,0
14608,manufacturing,North,45,465,267.237,679.757,0.392,1.411,4.335,0.267,0,1
14609,retail,East,84,41,10.434,26.231,0.241,2.209,43.257,0.116,0,0
14610,construction,Central,75,53,56.318,171.426,0.149,1.36,0.993,0.205,0,0
14611,services,South,53,91,17.365,59.211,0.332,1.88,8.644,0.0,0,0
14612,retail,Central,34,50,27.965,91.449,0.231,0.724,2.022,0.0,0,0
14613,finance,East,87,84,70.346,206.397,0.279,0.831,4.699,0.0,0,0
14614,retail,Central,22,170,29.281,85.304,0.101,1.493,2.998,0.0,0,0
14615,manufacturing,Central,30,118,37.776,115.9,0.539,0.696,10.492,0.49,0,0
14616,manufacturing,East,26,668,52.795,111.171,0.219,5.213,2.579,0.0,0,0
14617,retail,South,55,148,35.029,67.078,0.354,1.757,0.223,0.0,0,0
14618,retail,Central,67,305,30.376,77.316,0.15,0.903,0.823,0.0,0,0
14619,retail,Central,76,61,14.935,45.789,0.384,1.73,2.824,0.559,0,0
14620,manufacturing,South,49,98,11.07,26.139,0.304,1.003,1.235,0.0,0,0
14621,other,West,78,30,8.728,24.303,0.142,0.811,2.274,0.0,0,0
14622,services,East,19,61,35.656,89.555,0.669,0.999,1.228,0.0,0,0
14623,other,West,23,29,11.362,23.982,0.061,1.892,0.766,0.0,0,0
14624,manufacturing,East,95,274,15.785,37.322,0.218,1.761,6.15,0.508,0,0
14625,finance,West,36,147,32.998,70.972,0.241,3.03,2.96,0.0,0,0
14626,manufacturing,West,22,157,17.244,59.222,0.211,1.798,6.218,0.0,0,0
14627,retail,East,83,58,13.631,31.747,0.084,1.849,2.797,0.299,0,0
14628,services,North,80,178,53.619,147.868,0.079,3.95,1.359,0.0,0,0
14629,manufacturing,East,72,174,153.968,474.72,0.371,1.908,2.287,0.0,0,0
14630,manufacturing,South,100,323,20.624,65.63,0.332,0.89,0.471,0.0,0,0
14631,services,Central,78,109,40.4,96.041,0.165,0.7,4.731,0.0,0,0
14632,transport,West,64,319,132.759,369.127,0.176,1.322,3.19,0.0,0,0
14633,transport,North,97,142,17.05,45.93,0.023,2.556,0.316,0.0,0,0
